Timestamp,Container,CPU_Perc,Mem_Usage,Mem_Perc
14:49:51,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:49:51,etl_worker,0.03%,984KiB / 7.654GiB,0.01%
14:49:59,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:49:59,etl_worker,0.02%,984KiB / 7.654GiB,0.01%
14:50:07,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:07,etl_worker,0.01%,984KiB / 7.654GiB,0.01%
14:50:14,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:14,etl_worker,0.01%,984KiB / 7.654GiB,0.01%
14:50:21,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:21,etl_worker,0.02%,984KiB / 7.654GiB,0.01%
14:50:29,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:29,etl_worker,0.02%,992KiB / 7.654GiB,0.01%
14:50:36,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:36,etl_worker,0.01%,980KiB / 7.654GiB,0.01%
14:50:43,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:43,etl_worker,0.00%,980KiB / 7.654GiB,0.01%
14:50:50,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:50,etl_worker,0.02%,980KiB / 7.654GiB,0.01%
14:50:56,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:50:56,etl_worker,0.05%,980KiB / 7.654GiB,0.01%
14:51:04,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:04,etl_worker,0.02%,980KiB / 7.654GiB,0.01%
14:51:11,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:11,etl_worker,0.01%,980KiB / 7.654GiB,0.01%
14:51:18,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:18,etl_worker,0.00%,980KiB / 7.654GiB,0.01%
14:51:25,ofelia_scheduler,2.53%,46.52MiB / 7.654GiB,0.59%
14:51:25,etl_worker,2.52%,992KiB / 7.654GiB,0.01%
14:51:31,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:31,etl_worker,0.03%,980KiB / 7.654GiB,0.01%
14:51:38,ofelia_scheduler,0.00%,46.52MiB / 7.654GiB,0.59%
14:51:38,etl_worker,0.02%,980KiB / 7.654GiB,0.01%
